date,region,product_id,revenue,cost_of_goods,marketing_spend
2023-03-06,North,Product C,26299.19,16736.43,1982.64
2023-03-06,South,Product A,,15306.57,1950.74
2023-03-06,South,Product B,,8347.74,1035.22
2023-03-06,South,Product C,,14619.51,1667.94
2023-03-06,West,Product A,30678.39,17274.620000000003,2185.92
2023-03-06,West,Product B,16240.41,10143.48,1160.18
2023-03-06,West,Product C,24833.42,15772.7,1806.45
2023-03-13,East,Product A,22529.33,12626.14,1943.98
2023-03-13,East,Product B,12128.7,7572.86,915.14
2023-03-13,East,Product C,19406.61,12118.0,1552.14
2023-03-13,North,Product A,32367.9,18149.13,2430.78
2023-03-13,North,Product B,17268.4,10657.630000000001,1352.8899999999999
2023-03-13,North,Product C,27243.309999999998,17203.72,2146.64
2023-03-13,South,Product A,,13805.99,1849.21
2023-03-13,South,Product B,,8618.51,1078.86
2023-03-13,South,Product C,,13598.82,1722.1100000000001
2023-03-13,West,Product A,29591.65,16497.25,2142.06
2023-03-13,West,Product B,16241.11,10074.17,1274.95
2023-03-13,West,Product C,26566.9,16811.32,1998.98
2023-03-20,East,Product A,22877.3,12769.89,1755.24
2023-03-20,East,Product B,12119.02,7445.29,960.14
2023-03-20,East,Product C,19411.86,12295.37,1428.59
2023-03-20,North,Product A,31651.879999999997,17985.940000000002,2225.89
2023-03-20,North,Product B,16008.18,9931.73,1226.29
2023-03-20,North,Product C,28455.78,17767.9,2167.7400000000002
2023-03-20,South,Product A,,15526.69,2107.67
2023-03-20,South,Product B,,8922.550000000001,1042.04
2023-03-20,South,Product C,,14186.630000000001,1616.3
2023-03-20,West,Product A,29438.97,16417.68,2516.2
2023-03-20,West,Product B,16094.33,10036.57,1218.02
2023-03-20,West,Product C,23121.92,14693.03,1769.03
2023-03-27,East,Product A,23502.5,13262.44,1746.73
2023-03-27,East,Product B,11753.32,7277.91,882.33
2023-03-27,East,Product C,18755.13,11842.64,1477.71
2023-03-27,North,Product A,32554.33,18032.44,2540.48
2023-03-27,North,Product B,17370.78,10712.67,1405.48
2023-03-27,North,Product C,26403.489999999998,16468.65,1977.61
2023-03-27,South,Product A,,14832.71,2039.31
2023-03-27,South,Product B,,8810.75,1018.5899999999999
2023-03-27,South,Product C,,14022.43,1785.92
2023-03-27,West,Product A,30948.14,17353.690000000002,2313.3
2023-03-27,West,Product B,15719.94,9777.59,1220.07
2023-03-27,West,Product C,25712.22,16012.720000000001,1938.79
2023-04-03,East,Product A,23035.84,12763.11,1703.97
2023-04-03,East,Product B,12233.61,7681.389999999999,915.36
2023-04-03,East,Product C,19350.37,12064.39,1531.76
2023-04-03,North,Product A,33157.81,18632.26,2707.36
2023-04-03,North,Product B,16246.619999999999,10174.27,1305.66
2023-04-03,North,Product C,27614.86,17485.94,2224.11
2023-04-03,South,Product A,,14860.52,2085.6
2023-04-03,South,Product B,,9180.15,1228.26
2023-04-03,South,Product C,,13796.43,1526.23
2023-04-03,West,Product A,31057.89,17215.55,2492.93
2023-04-03,West,Product B,16474.65,10117.38,1244.43
2023-04-03,West,Product C,25984.35,16455.71,2093.65
2023-04-10,East,Product A,22928.02,12966.75,1586.12
2023-04-10,East,Product B,12235.97,7628.27,905.58
2023-04-10,East,Product C,19203.45,12128.810000000001,1455.1299999999999
2023-04-10,North,Product A,36106.59,20274.8,2894.9700000000003
2023-04-10,North,Product B,17790.63,11040.89,1305.51
2023-04-10,North,Product C,27494.86,17367.91,2041.8600000000001
2023-04-10,South,Product A,,14774.04,2034.35
2023-04-10,South,Product B,,8855.47,1047.24
2023-04-10,South,Product C,,13767.98,1585.08
2023-04-10,West,Product A,29991.17,16845.86,2435.7400000000002
2023-04-10,West,Product B,15817.67,9945.34,1190.64
2023-04-10,West,Product C,25508.8,16039.72,1881.3
2023-04-17,East,Product A,22817.55,12868.039999999999,1672.4099999999999
2023-04-17,East,Product B,12228.51,7464.38,929.94
2023-04-17,East,Product C,19656.77,12414.91,1452.3200000000002
2023-04-17,North,Product A,33226.63,18640.81,2761.91
2023-04-17,North,Product B,17369.49,10739.81,1314.67
2023-04-17,North,Product C,27507.01,17151.45,2212.21
2023-04-17,South,Product A,,15140.08,2167.3
2023-04-17,South,Product B,,9029.61,1168.8
2023-04-17,South,Product C,,14827.470000000001,1897.02
2023-04-17,West,Product A,30735.52,17162.9,2280.56
2023-04-17,West,Product B,16282.59,10180.49,1228.74
2023-04-17,West,Product C,26286.16,16408.4,2019.17
2023-04-24,East,Product A,23111.29,12846.689999999999,1888.47
2023-04-24,East,Product B,12211.32,7527.57,960.22
2023-04-24,East,Product C,20644.579999999998,12887.04,1471.3
2023-04-24,North,Product A,32451.3,18142.46,2366.6
2023-04-24,North,Product B,17928.489999999998,10973.14,1404.1299999999999
2023-04-24,North,Product C,28986.93,18153.36,1996.62
2023-04-24,South,Product A,,15339.55,2064.37
2023-04-24,South,Product B,,8705.09,1135.18
2023-04-24,South,Product C,,14722.2,1673.0
2023-04-24,West,Product A,30957.72,17637.93,2440.6400000000003
2023-04-24,West,Product B,16450.23,10180.23,1252.92
2023-04-24,West,Product C,25889.3,16465.95,1900.25
2023-05-01,East,Product A,23052.21,12917.64,1656.88
2023-05-01,East,Product B,13035.81,8016.29,969.47
2023-05-01,East,Product C,20405.64,12859.83,1784.91
2023-05-01,North,Product A,33378.130000000005,18764.83,2592.22
2023-05-01,North,Product B,17563.74,10978.79,1299.02
2023-05-01,North,Product C,26921.170000000002,16924.18,2117.62
2023-05-01,South,Product A,,15072.09,1952.2099999999998
2023-05-01,South,Product B,,8911.28,1165.8799999999999
2023-05-01,South,Product C,,14314.58,1801.78
2023-05-01,West,Product A,30188.5,16895.59,2362.4900000000002
2023-05-01,West,Product B,16291.57,10113.52,1154.64
2023-05-01,West,Product C,27084.36,16695.62,2164.68
2023-05-08,East,Product A,25123.59,14056.380000000001,2061.96
2023-05-08,East,Product B,13110.59,8006.75,1059.79
2023-05-08,East,Product C,21123.72,13032.65,1611.06
2023-05-08,North,Product A,33186.53,18720.09,2688.38
2023-05-08,North,Product B,17192.32,10701.73,1385.28
2023-05-08,North,Product C,29233.83,18315.85,2157.19
2023-05-08,South,Product A,,15391.3,2144.58
2023-05-08,South,Product B,,9112.06,1160.91
2023-05-08,South,Product C,,14835.67,1755.54
2023-05-08,West,Product A,31626.15,17544.54,2467.02
2023-05-08,West,Product B,16500.53,10272.11,1191.0
2023-05-08,West,Product C,27326.129999999997,17204.04,2079.7
2023-05-15,East,Product A,25223.61,14017.36,1807.37
2023-05-15,East,Product B,12820.02,8066.79,984.86
2023-05-15,East,Product C,20551.68,12895.34,1608.77
2023-05-15,North,Product A,33293.97,18548.57,2563.53
2023-05-15,North,Product B,17021.13,10672.65,1313.42
2023-05-15,North,Product C,28240.2,17460.13,2228.67
2023-05-15,South,Product A,,16087.02,2182.52
2023-05-15,South,Product B,,8987.59,1034.4
2023-05-15,South,Product C,,15420.869999999999,2031.68
2023-05-15,West,Product A,30870.54,17499.39,2285.3
2023-05-15,West,Product B,16906.15,10614.15,1254.47
2023-05-15,West,Product C,27290.46,16706.63,2114.12
2023-05-22,East,Product A,23644.45,13196.26,1861.42
2023-05-22,East,Product B,12617.64,7736.7,954.38
2023-05-22,East,Product C,19824.48,12455.45,1603.0700000000002
2023-05-22,North,Product A,33165.35,18877.88,2653.3399999999997
2023-05-22,North,Product B,17580.58,10910.77,1216.37
2023-05-22,North,Product C,27867.3,17366.35,2038.1
2023-05-22,South,Product A,,15157.77,2087.65
2023-05-22,South,Product B,,8375.380000000001,988.23
2023-05-22,South,Product C,,14194.24,1758.29
2023-05-22,West,Product A,31718.96,17641.39,2456.56
2023-05-22,West,Product B,17223.31,10559.97,1360.6499999999999
2023-05-22,West,Product C,27090.65,16896.1,2151.83
2023-05-29,East,Product A,23689.16,13286.04,1786.48
2023-05-29,East,Product B,12442.66,7651.0199999999995,933.8199999999999
2023-05-29,East,Product C,19314.93,12165.25,1388.44
2023-05-29,North,Product A,35522.36,19667.03,2775.56
2023-05-29,North,Product B,18104.09,11249.61,1410.77
2023-05-29,North,Product C,27884.14,17394.68,2144.44
2023-05-29,South,Product A,,15926.46,2253.16
2023-05-29,South,Product B,,8910.73,1073.87
2023-05-29,South,Product C,,14597.9,1755.85
2023-05-29,West,Product A,30608.42,16897.94,2264.18
2023-05-29,West,Product B,16705.36,10225.74,1279.29
2023-05-29,West,Product C,27975.89,17382.66,2090.33
2023-06-05,East,Product A,24820.26,13774.380000000001,1827.9299999999998
2023-06-05,East,Product B,12635.77,7759.139999999999,946.82
2023-06-05,East,Product C,19829.52,12336.05,1470.94
2023-06-05,North,Product A,35313.73,19932.69,2679.93
2023-06-05,North,Product B,18454.33,11343.75,1337.3700000000001
2023-06-05,North,Product C,28713.59,17885.73,2001.09
2023-06-05,South,Product A,,16262.849999999999,2352.05
2023-06-05,South,Product B,,9357.24,1297.2
2023-06-05,South,Product C,,14178.53,1770.1200000000001
2023-06-05,West,Product A,33342.99,18677.35,2500.97
2023-06-05,West,Product B,16625.63,10210.99,1343.83
2023-06-05,West,Product C,26568.489999999998,16690.989999999998,2177.85
2023-06-12,East,Product A,24549.86,13642.14,1833.89
2023-06-12,East,Product B,12573.720000000001,7766.99,1020.73
2023-06-12,East,Product C,20396.57,12770.27,1604.1200000000001
2023-06-12,North,Product A,33403.48,18875.899999999998,2489.86
2023-06-12,North,Product B,18115.97,11300.94,1429.26
2023-06-12,North,Product C,30767.530000000002,19123.18,2492.0099999999998
2023-06-12,South,Product A,,16289.35,2159.94
2023-06-12,South,Product B,,9498.57,1114.42
2023-06-12,South,Product C,,14481.21,1908.91
2023-06-12,West,Product A,32832.55,18326.29,2669.3
2023-06-12,West,Product B,16113.05,9985.31,1222.89
2023-06-12,West,Product C,26650.69,16592.53,1936.05
2023-06-19,East,Product A,25034.05,13836.54,1922.28
2023-06-19,East,Product B,12938.85,8062.709999999999,963.12
2023-06-19,East,Product C,20183.1,12605.77,1576.5
2023-06-19,North,Product A,36038.41,19826.3,2588.15
2023-06-19,North,Product B,17051.15,10630.9,1263.7
2023-06-19,North,Product C,29256.21,18223.190000000002,2221.94
2023-06-19,South,Product A,,15724.439999999999,2047.07
2023-06-19,South,Product B,,9274.1,1108.1599999999999
2023-06-19,South,Product C,,13786.28,1617.72
2023-06-19,West,Product A,31778.65,17898.92,2300.96
2023-06-19,West,Product B,16809.170000000002,10315.1,1344.64
2023-06-19,West,Product C,27522.04,17258.23,2134.56
2023-06-26,East,Product A,23758.95,13206.23,1956.38
2023-06-26,East,Product B,13620.22,8499.25,1075.96
2023-06-26,East,Product C,21430.15,13134.29,1779.8999999999999
2023-06-26,North,Product A,35115.74,19759.91,2624.27
2023-06-26,North,Product B,18762.14,11467.07,1333.37
2023-06-26,North,Product C,30785.98,18970.34,2316.08
2023-06-26,South,Product A,,16021.39,2159.88
2023-06-26,South,Product B,,9200.52,1074.73
2023-06-26,South,Product C,,14435.26,1739.6
2023-06-26,West,Product A,30782.09,17279.760000000002,2435.85
2023-06-26,West,Product B,16621.29,10322.93,1285.06
2023-06-26,West,Product C,26996.82,16995.97,2211.73
2023-07-03,East,Product A,24694.9,13746.05,2005.25
2023-07-03,East,Product B,12683.48,7850.0,1018.49
2023-07-03,East,Product C,21450.7,13497.31,1692.67
2023-07-03,North,Product A,33398.07,18737.71,2523.9700000000003
2023-07-03,North,Product B,17483.77,10749.82,1247.05
2023-07-03,North,Product C,28217.82,17693.2,2231.54
2023-07-03,South,Product A,,16213.880000000001,2231.45
2023-07-03,South,Product B,,9433.22,1177.34
2023-07-03,South,Product C,,14787.210000000001,1754.1200000000001
2023-07-03,West,Product A,32615.76,18315.97,2517.79
2023-07-03,West,Product B,17338.2,10714.65,1366.87
2023-07-03,West,Product C,27772.89,17359.54,2073.89
2023-07-10,East,Product A,25516.7,14331.06,1976.33
2023-07-10,East,Product B,13117.609999999999,8000.6,977.03
2023-07-10,East,Product C,20007.54,12498.39,1543.48
2023-07-10,North,Product A,33907.46,19016.100000000002,2683.6
2023-07-10,North,Product B,17841.59,11148.89,1307.6
2023-07-10,North,Product C,28791.84,18109.29,2173.11
2023-07-10,South,Product A,,15353.21,2258.39
2023-07-10,South,Product B,,9368.51,1207.3899999999999
2023-07-10,South,Product C,,14608.24,1740.56
2023-07-10,West,Product A,32315.3,18381.27,2330.33
2023-07-10,West,Product B,16837.78,10362.07,1307.78
2023-07-10,West,Product C,27414.38,16932.1,2317.7200000000003
2023-07-17,East,Product A,25099.440000000002,14096.1,2070.54
2023-07-17,East,Product B,12488.45,7716.55,974.67
2023-07-17,East,Product C,20595.32,12856.2,1623.94
2023-07-17,North,Product A,34847.37,19213.29,2607.89
2023-07-17,North,Product B,18623.13,11325.0,1445.42
2023-07-17,North,Product C,29835.42,18592.54,2263.63
2023-07-17,South,Product A,,15966.58,2220.73
2023-07-17,South,Product B,,8913.39,1138.73
2023-07-17,South,Product C,,14903.72,1759.76
2023-07-17,West,Product A,33467.09,18626.61,2597.71
2023-07-17,West,Product B,16853.05,10359.86,1284.02
2023-07-17,West,Product C,27589.34,17132.15,2150.2200000000003
2023-07-24,East,Product A,24361.940000000002,13653.31,1807.8400000000001
2023-07-24,East,Product B,13250.64,8194.099999999999,966.52
2023-07-24,East,Product C,20804.32,13175.91,1649.29
2023-07-24,North,Product A,34940.25,19432.08,2716.41
2023-07-24,North,Product B,18726.22,11424.04,1480.21
2023-07-24,North,Product C,29084.05,17838.31,2174.45
2023-07-24,South,Product A,,16240.300000000001,2098.18
2023-07-24,South,Product B,,9177.79,1162.4
2023-07-24,South,Product C,,15387.25,1811.92
2023-07-24,West,Product A,33955.64,18819.61,2552.67
2023-07-24,West,Product B,16478.23,10070.58,1205.25
2023-07-24,West,Product C,27263.98,17240.75,1976.22
2023-07-31,East,Product A,25186.629999999997,13990.55,1889.05
2023-07-31,East,Product B,12742.42,7865.43,926.12
2023-07-31,East,Product C,21907.219999999998,13332.82,1728.53
2023-07-31,North,Product A,34334.75,18943.69,2537.41
2023-07-31,North,Product B,19023.02,11652.62,1389.9
2023-07-31,North,Product C,29863.510000000002,18510.8,2339.25
2023-07-31,South,Product A,,16068.83,2228.05
2023-07-31,South,Product B,,9611.95,1195.69
2023-07-31,South,Product C,,14905.460000000001,1863.28
2023-07-31,West,Product A,33023.0,18279.13,2613.0499999999997
2023-07-31,West,Product B,16605.95,10182.59,1195.68
2023-07-31,West,Product C,27001.04,16771.31,2038.09
2023-08-07,East,Product A,23277.13,13049.71,1643.26
2023-08-07,East,Product B,13074.529999999999,8153.57,965.55
2023-08-07,East,Product C,21179.579999999998,13054.94,1711.16
2023-08-07,North,Product A,36867.11,20214.15,2679.86
2023-08-07,North,Product B,18472.92,11218.17,1449.42
2023-08-07,North,Product C,30311.12,18967.27,2448.17
2023-08-07,South,Product A,,16695.879999999997,2282.5299999999997
2023-08-07,South,Product B,,8896.92,1165.19
2023-08-07,South,Product C,,15807.93,1803.04
2023-08-07,West,Product A,32388.23,17920.86,2630.8199999999997
2023-08-07,West,Product B,17162.18,10598.25,1377.42
2023-08-07,West,Product C,26625.4,16500.72,1914.67
2023-08-14,East,Product A,25467.1,14225.099999999999,2046.67
2023-08-14,East,Product B,12706.82,7794.15,953.54
2023-08-14,East,Product C,21196.87,13257.27,1601.11
2023-08-14,North,Product A,34536.53,19519.989999999998,2439.99
2023-08-14,North,Product B,17367.47,10702.81,1338.1
2023-08-14,North,Product C,31261.9,19557.96,2315.04
2023-08-14,South,Product A,,15132.720000000001,1950.6799999999998
2023-08-14,South,Product B,,9979.92,1170.6200000000001
2023-08-14,South,Product C,,15477.43,1811.25
2023-08-14,West,Product A,33827.729999999996,18868.22,2433.69
2023-08-14,West,Product B,17258.55,10612.220000000001,1315.3
2023-08-14,West,Product C,27055.04,16914.13,2111.34
2023-08-21,East,Product A,23587.91,13120.59,1913.81
2023-08-21,East,Product B,12701.14,7928.719999999999,918.08
2023-08-21,East,Product C,21981.14,13603.529999999999,1507.98
2023-08-21,North,Product A,36266.16,20256.16,2918.07
2023-08-21,North,Product B,19113.8,11902.03,1376.5
2023-08-21,North,Product C,29020.04,18360.260000000002,2251.42
2023-08-21,South,Product A,,16334.97,2229.57
2023-08-21,South,Product B,,9195.31,1161.91
2023-08-21,South,Product C,,16056.759999999998,2037.74
2023-08-21,West,Product A,32482.440000000002,18216.21,2506.37
2023-08-21,West,Product B,17203.91,10493.01,1383.46
2023-08-21,West,Product C,27996.690000000002,17544.78,2029.9199999999998
2023-08-28,East,Product A,24893.14,13810.52,1959.95
2023-08-28,East,Product B,13441.72,8267.24,1089.68
2023-08-28,East,Product C,22131.87,13771.45,1650.53
2023-08-28,North,Product A,34427.69,19518.09,2674.33
2023-08-28,North,Product B,18321.08,11331.59,1370.32
2023-08-28,North,Product C,29429.06,18679.54,2233.68
2023-08-28,South,Product A,,15948.48,2160.2200000000003
2023-08-28,South,Product B,,9282.56,1143.73
2023-08-28,South,Product C,,15246.99,1888.74
2023-08-28,West,Product A,33780.619999999995,18831.55,2421.19
2023-08-28,West,Product B,17157.84,10517.17,1292.19
2023-08-28,West,Product C,27493.17,17139.15,2233.25
2023-09-04,East,Product A,23722.54,13338.05,1839.3200000000002
2023-09-04,East,Product B,13063.43,7990.75,997.12
2023-09-04,East,Product C,21438.41,13330.14,1682.23
2023-09-04,North,Product A,34090.5,19066.13,2409.71
2023-09-04,North,Product B,18608.07,11416.55,1490.83
2023-09-04,North,Product C,29317.07,18260.010000000002,2220.98
2023-09-04,South,Product A,,16324.11,2390.87
2023-09-04,South,Product B,,9364.58,1232.72
2023-09-04,South,Product C,,14526.52,1872.16
2023-09-04,West,Product A,31030.8,17346.04,2345.29
2023-09-04,West,Product B,16400.23,10100.81,1250.94
2023-09-04,West,Product C,28137.629999999997,17531.75,2203.54
2023-09-11,East,Product A,24603.05,13725.509999999998,1880.8200000000002
2023-09-11,East,Product B,12651.4,7865.6900000000005,932.8100000000001
2023-09-11,East,Product C,19682.39,12185.55,1505.91
2023-09-11,North,Product A,34922.47,19159.75,2525.2
2023-09-11,North,Product B,18509.29,11471.69,1493.5900000000001
2023-09-11,North,Product C,28425.550000000003,17553.72,2133.9300000000003
2023-09-11,South,Product A,,15191.529999999999,2008.99
2023-09-11,South,Product B,,9040.96,1148.88
2023-09-11,South,Product C,,15009.85,1936.94
2023-09-11,West,Product A,32156.41,17961.96,2540.49
2023-09-11,West,Product B,17744.530000000002,10891.529999999999,1456.71
2023-09-11,West,Product C,27026.96,16850.86,2152.13
2023-09-18,East,Product A,24676.28,13569.16,1896.76
2023-09-18,East,Product B,13285.08,8126.32,915.58
2023-09-18,East,Product C,21473.47,13175.16,1672.04
2023-09-18,North,Product A,35411.75,19780.08,2730.6400000000003
2023-09-18,North,Product B,17977.41,11029.06,1305.45
2023-09-18,North,Product C,29157.920000000002,18060.27,2326.69
2023-09-18,South,Product A,,14980.93,1914.03
2023-09-18,South,Product B,,9471.14,1102.8400000000001
2023-09-18,South,Product C,,14405.0,1986.78
2023-09-18,West,Product A,32126.370000000003,17810.7,2342.17
2023-09-18,West,Product B,16815.72,10328.37,1251.54
2023-09-18,West,Product C,28056.35,17449.12,2046.49
2023-09-25,East,Product A,24755.71,13727.03,1915.91
2023-09-25,East,Product B,12713.220000000001,7826.05,1075.36
2023-09-25,East,Product C,20693.87,13006.24,1534.3799999999999
2023-09-25,North,Product A,35066.63,19687.17,2832.99
2023-09-25,North,Product B,19159.95,11596.1,1538.9299999999998
2023-09-25,North,Product C,30703.31,18908.870000000003,2396.22
2023-09-25,South,Product A,,15775.16,1993.22
2023-09-25,South,Product B,,9144.08,1173.6399999999999
2023-09-25,South,Product C,,15229.07,2022.33
2023-09-25,West,Product A,32508.78,17861.23,2418.27
2023-09-25,West,Product B,16832.11,10329.15,1308.3899999999999
2023-09-25,West,Product C,27692.260000000002,17303.5,1989.07
2023-10-02,East,Product A,25623.739999999998,14172.189999999999,2076.23
2023-10-02,East,Product B,13171.23,8029.7,1021.0
2023-10-02,East,Product C,20997.09,13247.14,1666.4
2023-10-02,North,Product A,34085.520000000004,19018.63,2403.8900000000003
2023-10-02,North,Product B,17619.12,10876.539999999999,1201.71
2023-10-02,North,Product C,30172.53,18816.57,2307.9
2023-10-02,South,Product A,,15699.550000000001,2169.05
2023-10-02,South,Product B,,9059.58,1146.54
2023-10-02,South,Product C,,14247.25,1760.65
2023-10-02,West,Product A,31964.84,17400.38,2547.16
2023-10-02,West,Product B,16384.71,10154.94,1256.05
2023-10-02,West,Product C,27449.66,17024.7,2142.9300000000003
2023-10-09,East,Product A,24781.04,13828.42,1878.76
2023-10-09,East,Product B,12904.15,7828.469999999999,1008.65
2023-10-09,East,Product C,21882.02,13374.5,1605.8899999999999
2023-10-09,North,Product A,33264.17,18516.08,2445.92
2023-10-09,North,Product B,18236.63,11277.49,1411.94
2023-10-09,North,Product C,29309.03,18368.59,2298.59
2023-10-09,South,Product A,,15793.41,2117.46
2023-10-09,South,Product B,,8941.72,1073.8799999999999
2023-10-09,South,Product C,,14795.0,1663.7
2023-10-09,West,Product A,33325.63,18695.38,2367.1600000000003
2023-10-09,West,Product B,17412.25,10770.06,1373.08
2023-10-09,West,Product C,25857.12,16259.51,2001.16
2023-10-16,East,Product A,24540.36,13590.060000000001,1795.96
2023-10-16,East,Product B,13126.98,8025.5199999999995,980.05
2023-10-16,East,Product C,21268.51,13131.8,1727.75
